student_id,tipo_factorizacion,dificultad,tiempo_respuesta,intentos,tipo_error
23468,diferencia_cuadrados,5,94.43,1,procedimiento
23469,factor_comun,5,78.78,2,identificacion
23470,trinomio_general,1,114.0,3,procedimiento
23471,factor_comun,2,40.5,3,procedimiento
23472,diferencia_cuadrados,1,69.99,1,procedimiento
23473,factor_comun,2,20.63,2,signo
23474,factor_comun,1,18.38,1,identificacion
23475,factor_comun,2,52.76,1,procedimiento
23476,factor_comun,4,32.3,1,procedimiento
23477,trinomio_general,2,22.66,3,identificacion
23478,factor_comun,5,136.01,2,procedimiento
23479,factor_comun,1,54.95,2,procedimiento
23480,diferencia_cuadrados,2,49.6,2,signo
23481,factor_comun,5,77.83,1,procedimiento
23482,factor_comun,1,8.0,1,procedimiento
23483,diferencia_cuadrados,1,55.32,4,procedimiento
23484,factor_comun,2,60.55,2,identificacion
23485,trinomio_general,3,58.69,2,identificacion
23486,diferencia_cuadrados,4,94.85,3,procedimiento
23487,factor_comun,3,97.19,3,procedimiento
23488,trinomio_general,5,65.97,2,procedimiento
23489,factor_comun,5,73.05,2,procedimiento
23490,factor_comun,4,102.4,1,procedimiento
23491,diferencia_cuadrados,3,90.71,2,signo
23492,diferencia_cuadrados,5,80.61,3,identificacion
23493,factor_comun,4,33.23,1,identificacion
23494,factor_comun,4,46.49,1,procedimiento
23495,trinomio_general,2,66.79,1,procedimiento
23496,factor_comun,5,52.07,1,procedimiento
23497,trinomio_general,3,53.78,1,procedimiento
23498,diferencia_cuadrados,1,51.35,1,procedimiento
23499,trinomio_general,5,142.99,2,procedimiento
23500,trinomio_cuadrado_perfecto,4,46.51,4,identificacion
23501,factor_comun,1,65.18,3,procedimiento
23502,trinomio_cuadrado_perfecto,5,104.38,1,identificacion
23503,factor_comun,1,44.37,1,identificacion
23504,trinomio_cuadrado_perfecto,5,41.2,1,signo
23505,factor_comun,4,108.96,2,procedimiento
23506,trinomio_general,3,61.75,2,procedimiento
23507,trinomio_cuadrado_perfecto,3,49.99,2,identificacion
23508,trinomio_cuadrado_perfecto,5,44.43,1,procedimiento
23509,trinomio_cuadrado_perfecto,1,35.89,1,identificacion
23510,factor_comun,2,36.87,1,procedimiento
23511,diferencia_cuadrados,4,90.04,2,procedimiento
23512,trinomio_cuadrado_perfecto,2,51.8,1,identificacion
23513,diferencia_cuadrados,5,64.02,3,procedimiento
23514,factor_comun,2,46.84,1,procedimiento
23515,trinomio_cuadrado_perfecto,5,61.71,1,identificacion
23516,factor_comun,1,65.89,4,procedimiento
23517,factor_comun,3,59.2,1,procedimiento
23518,diferencia_cuadrados,3,72.33,1,signo
23519,trinomio_general,2,61.2,1,procedimiento
23520,diferencia_cuadrados,4,102.51,1,identificacion
23521,diferencia_cuadrados,2,82.72,2,signo
23522,trinomio_general,4,91.75,2,procedimiento
23523,trinomio_cuadrado_perfecto,3,90.88,1,identificacion
23524,diferencia_cuadrados,2,60.5,4,signo
23525,diferencia_cuadrados,2,81.1,1,identificacion
23526,trinomio_general,4,91.45,1,procedimiento
23527,trinomio_general,5,112.02,1,procedimiento
23528,diferencia_cuadrados,3,42.27,1,identificacion
23529,factor_comun,4,8.95,1,identificacion
23530,diferencia_cuadrados,2,36.68,2,signo
23531,factor_comun,1,67.4,3,procedimiento
23532,diferencia_cuadrados,2,55.11,1,signo
23533,diferencia_cuadrados,1,83.63,2,identificacion
23534,diferencia_cuadrados,1,35.24,1,signo
23535,factor_comun,5,34.69,2,signo
23536,diferencia_cuadrados,1,55.84,1,identificacion
23537,trinomio_general,5,116.23,3,procedimiento
23538,trinomio_cuadrado_perfecto,1,61.96,1,procedimiento
23539,factor_comun,4,43.36,1,identificacion
23540,diferencia_cuadrados,1,58.58,4,signo
23541,trinomio_general,2,67.67,3,identificacion
23542,trinomio_cuadrado_perfecto,3,50.45,1,procedimiento
23543,factor_comun,5,92.49,3,procedimiento
23544,trinomio_general,5,133.84,4,identificacion
23545,factor_comun,2,42.4,2,procedimiento
23546,diferencia_cuadrados,3,76.26,2,procedimiento
23547,factor_comun,2,16.56,1,procedimiento
23548,factor_comun,4,138.41,1,procedimiento
23549,trinomio_cuadrado_perfecto,5,93.03,1,identificacion
23550,trinomio_cuadrado_perfecto,3,82.88,2,procedimiento
23551,trinomio_general,2,74.27,2,procedimiento
23552,trinomio_cuadrado_perfecto,4,83.29,1,procedimiento
23553,trinomio_cuadrado_perfecto,4,32.28,4,procedimiento
23554,trinomio_cuadrado_perfecto,5,50.99,1,identificacion
23555,factor_comun,1,43.13,1,signo
23556,diferencia_cuadrados,1,74.59,2,procedimiento
23557,trinomio_cuadrado_perfecto,2,50.62,1,signo
23558,diferencia_cuadrados,1,17.84,1,signo
23559,trinomio_general,1,88.04,3,procedimiento
23560,trinomio_general,4,46.91,1,signo
23561,factor_comun,1,27.99,1,procedimiento
23562,diferencia_cuadrados,5,99.83,3,identificacion
23563,trinomio_cuadrado_perfecto,1,24.24,3,identificacion
23564,diferencia_cuadrados,3,45.09,1,procedimiento
23565,factor_comun,2,36.78,4,procedimiento
23566,trinomio_cuadrado_perfecto,4,61.83,1,identificacion
23567,trinomio_cuadrado_perfecto,1,28.98,1,identificacion
23568,diferencia_cuadrados,2,42.73,3,identificacion
23569,trinomio_cuadrado_perfecto,2,21.81,2,identificacion
23570,diferencia_cuadrados,3,93.07,2,signo
23571,trinomio_cuadrado_perfecto,4,75.03,2,identificacion
23572,factor_comun,5,120.95,2,procedimiento
23573,diferencia_cuadrados,3,82.55,1,procedimiento
23574,diferencia_cuadrados,3,70.1,3,procedimiento
23575,trinomio_cuadrado_perfecto,4,43.12,1,identificacion
23576,trinomio_general,4,60.24,1,procedimiento
23577,diferencia_cuadrados,5,117.89,3,identificacion
23578,trinomio_general,2,54.4,2,procedimiento
23579,diferencia_cuadrados,2,25.48,2,signo
23580,factor_comun,3,25.99,3,identificacion
23581,trinomio_cuadrado_perfecto,1,41.96,1,identificacion
23582,trinomio_general,2,28.37,1,procedimiento
23583,factor_comun,2,68.67,1,procedimiento
23584,trinomio_cuadrado_perfecto,3,104.64,1,procedimiento
23585,diferencia_cuadrados,3,37.4,1,signo
23586,trinomio_cuadrado_perfecto,4,90.43,1,identificacion
23587,factor_comun,1,10.74,1,signo
23588,trinomio_general,1,27.36,2,procedimiento
23589,trinomio_general,2,61.94,2,identificacion
23590,diferencia_cuadrados,1,24.57,2,identificacion
23591,trinomio_cuadrado_perfecto,3,44.93,2,identificacion
23592,trinomio_general,1,34.72,1,procedimiento
23593,trinomio_general,2,89.01,2,identificacion
23594,trinomio_cuadrado_perfecto,2,52.3,1,identificacion
23595,trinomio_cuadrado_perfecto,2,34.11,1,identificacion
23596,diferencia_cuadrados,3,96.93,1,procedimiento
23597,trinomio_general,2,80.17,1,procedimiento
23598,trinomio_cuadrado_perfecto,5,60.47,1,signo
23599,diferencia_cuadrados,3,100.43,2,procedimiento
23600,trinomio_cuadrado_perfecto,2,42.5,1,signo
23601,factor_comun,1,33.61,1,signo
23602,factor_comun,1,62.59,2,procedimiento
23603,trinomio_cuadrado_perfecto,4,63.35,2,identificacion
23604,diferencia_cuadrados,4,30.15,1,signo
23605,diferencia_cuadrados,5,60.13,1,identificacion
23606,trinomio_general,2,119.14,2,identificacion
23607,trinomio_general,2,107.46,3,procedimiento
23608,factor_comun,4,64.99,3,procedimiento
23609,trinomio_cuadrado_perfecto,2,65.33,3,identificacion
23610,trinomio_general,4,55.13,2,procedimiento
23611,trinomio_cuadrado_perfecto,4,125.99,1,identificacion
23612,diferencia_cuadrados,1,51.9,1,signo
23613,diferencia_cuadrados,1,32.15,1,signo
23614,trinomio_cuadrado_perfecto,2,36.27,1,identificacion
23615,trinomio_general,1,44.76,1,procedimiento
23616,trinomio_cuadrado_perfecto,1,33.76,3,identificacion
23617,trinomio_cuadrado_perfecto,3,145.5,2,identificacion
23618,diferencia_cuadrados,5,37.93,1,signo
23619,factor_comun,1,46.29,3,procedimiento
23620,diferencia_cuadrados,3,46.4,2,signo
23621,diferencia_cuadrados,1,66.62,1,signo
23622,trinomio_general,5,64.13,2,procedimiento
23623,factor_comun,4,40.28,1,procedimiento
23624,diferencia_cuadrados,1,35.41,2,signo
23625,trinomio_cuadrado_perfecto,2,62.46,3,identificacion
23626,trinomio_general,1,40.89,3,procedimiento
23627,trinomio_general,4,60.44,1,signo
23628,factor_comun,5,112.35,2,procedimiento
23629,trinomio_general,5,112.28,2,procedimiento
23630,trinomio_cuadrado_perfecto,5,38.13,3,identificacion
23631,trinomio_cuadrado_perfecto,4,16.51,1,identificacion
23632,diferencia_cuadrados,4,42.36,3,identificacion
23633,trinomio_cuadrado_perfecto,3,33.43,2,signo
23634,diferencia_cuadrados,3,85.78,1,identificacion
23635,trinomio_cuadrado_perfecto,2,54.91,4,procedimiento
23636,trinomio_cuadrado_perfecto,1,39.26,1,procedimiento
23637,diferencia_cuadrados,4,32.8,1,signo
23638,diferencia_cuadrados,3,37.23,1,signo
23639,trinomio_general,3,43.44,1,procedimiento
23640,diferencia_cuadrados,4,111.55,1,procedimiento
23641,diferencia_cuadrados,1,19.37,1,signo
23642,diferencia_cuadrados,1,32.28,3,signo
23643,trinomio_cuadrado_perfecto,2,86.22,2,procedimiento
23644,diferencia_cuadrados,5,71.18,2,signo
23645,factor_comun,3,68.25,1,procedimiento
23646,trinomio_general,5,68.64,2,procedimiento
23647,factor_comun,1,55.34,1,procedimiento
23648,trinomio_general,2,58.32,1,procedimiento
23649,trinomio_general,5,32.81,3,procedimiento
23650,trinomio_cuadrado_perfecto,1,81.65,4,procedimiento
23651,factor_comun,1,108.52,2,identificacion
23652,diferencia_cuadrados,4,47.18,4,identificacion
23653,trinomio_general,2,40.51,1,identificacion
23654,trinomio_general,5,169.96,3,procedimiento
23655,trinomio_general,1,29.79,2,procedimiento
23656,factor_comun,5,66.37,1,procedimiento
23657,diferencia_cuadrados,3,91.37,1,signo
23658,trinomio_cuadrado_perfecto,5,99.12,1,procedimiento
23659,factor_comun,5,85.94,3,identificacion
23660,diferencia_cuadrados,1,45.09,2,identificacion
23661,diferencia_cuadrados,3,96.74,1,identificacion
23662,diferencia_cuadrados,1,112.19,1,signo
23663,trinomio_cuadrado_perfecto,3,16.82,3,identificacion
23664,factor_comun,4,35.17,1,signo
23665,trinomio_cuadrado_perfecto,4,47.76,2,signo
23666,factor_comun,2,16.22,1,procedimiento
23667,trinomio_general,1,30.01,1,signo
23668,diferencia_cuadrados,5,57.74,1,procedimiento
23669,trinomio_cuadrado_perfecto,3,44.57,1,identificacion
23670,diferencia_cuadrados,5,88.89,4,signo
23671,factor_comun,4,35.62,1,signo
23672,trinomio_general,5,183.71,3,procedimiento
23673,factor_comun,1,73.6,2,identificacion
23674,trinomio_general,3,68.18,1,procedimiento
23675,factor_comun,1,34.4,2,identificacion
23676,diferencia_cuadrados,2,26.73,1,signo
23677,trinomio_general,3,68.52,2,procedimiento
23678,trinomio_general,4,139.21,2,procedimiento
23679,factor_comun,5,92.16,3,identificacion
23680,factor_comun,3,100.43,2,identificacion
23681,trinomio_cuadrado_perfecto,2,67.02,2,identificacion
23682,trinomio_cuadrado_perfecto,4,81.25,2,identificacion
23683,factor_comun,4,115.5,1,identificacion
23684,diferencia_cuadrados,3,116.68,4,procedimiento
23685,factor_comun,5,104.5,1,procedimiento
23686,trinomio_cuadrado_perfecto,1,38.15,1,procedimiento
23687,diferencia_cuadrados,4,87.8,3,signo
23688,diferencia_cuadrados,1,42.83,1,identificacion
23689,trinomio_cuadrado_perfecto,2,96.7,3,identificacion
23690,trinomio_general,1,65.49,1,procedimiento
23691,factor_comun,2,86.97,1,procedimiento
23692,trinomio_general,5,121.99,2,identificacion
23693,factor_comun,4,44.49,2,signo
23694,trinomio_general,4,125.93,4,procedimiento
23695,diferencia_cuadrados,3,103.49,2,identificacion
23696,diferencia_cuadrados,5,58.41,1,signo
23697,factor_comun,1,36.24,1,identificacion
23698,trinomio_cuadrado_perfecto,4,44.13,2,identificacion
23699,factor_comun,1,61.06,2,procedimiento
23700,trinomio_cuadrado_perfecto,5,124.52,4,identificacion
23701,factor_comun,1,59.66,2,procedimiento
23702,trinomio_general,4,111.55,2,procedimiento
23703,trinomio_general,5,77.38,1,identificacion
23704,diferencia_cuadrados,1,26.37,1,signo
23705,factor_comun,4,73.88,2,identificacion
23706,trinomio_cuadrado_perfecto,1,35.46,2,identificacion
23707,diferencia_cuadrados,4,47.54,4,signo
23708,trinomio_cuadrado_perfecto,3,68.95,3,identificacion
23709,trinomio_cuadrado_perfecto,2,40.83,1,identificacion
23710,factor_comun,1,77.07,1,signo
23711,trinomio_cuadrado_perfecto,4,34.45,3,identificacion
23712,diferencia_cuadrados,2,52.61,2,signo
23713,trinomio_cuadrado_perfecto,2,99.66,1,procedimiento
23714,trinomio_cuadrado_perfecto,5,60.99,3,procedimiento
23715,diferencia_cuadrados,1,36.24,1,procedimiento
23716,trinomio_general,1,63.78,1,procedimiento
23717,trinomio_cuadrado_perfecto,4,105.08,3,identificacion
23718,factor_comun,1,59.24,4,procedimiento
23719,trinomio_cuadrado_perfecto,3,108.68,4,procedimiento
23720,factor_comun,4,52.57,1,procedimiento
23721,diferencia_cuadrados,3,77.74,3,procedimiento
23722,trinomio_general,5,106.55,3,procedimiento
23723,factor_comun,3,30.55,1,procedimiento
23724,trinomio_cuadrado_perfecto,4,56.85,2,identificacion
23725,diferencia_cuadrados,4,91.71,2,identificacion
23726,diferencia_cuadrados,4,90.0,4,procedimiento
23727,trinomio_cuadrado_perfecto,5,56.77,2,identificacion
23728,factor_comun,1,23.03,1,identificacion
23729,factor_comun,1,38.7,1,procedimiento
23730,trinomio_general,3,81.65,2,procedimiento
23731,trinomio_cuadrado_perfecto,5,32.22,2,identificacion
23732,trinomio_general,1,146.62,2,identificacion
23733,trinomio_cuadrado_perfecto,1,29.05,3,identificacion
23734,factor_comun,2,47.46,1,procedimiento
23735,trinomio_general,2,101.72,4,identificacion
23736,diferencia_cuadrados,1,36.09,1,signo
23737,diferencia_cuadrados,5,35.53,3,procedimiento
23738,factor_comun,1,28.36,1,procedimiento
23739,factor_comun,5,55.02,1,signo
23740,trinomio_cuadrado_perfecto,5,34.32,2,identificacion
23741,trinomio_cuadrado_perfecto,4,55.86,3,identificacion
23742,trinomio_general,4,67.55,1,procedimiento
23743,factor_comun,5,23.77,1,procedimiento
23744,diferencia_cuadrados,1,36.28,2,signo
23745,diferencia_cuadrados,4,79.15,2,signo
23746,factor_comun,1,77.68,4,identificacion
23747,trinomio_cuadrado_perfecto,1,74.03,1,procedimiento
23748,diferencia_cuadrados,5,58.16,1,identificacion
23749,factor_comun,3,56.27,1,identificacion
23750,trinomio_general,1,109.77,3,procedimiento
23751,trinomio_general,4,62.16,1,identificacion
23752,diferencia_cuadrados,4,52.09,2,signo
23753,trinomio_cuadrado_perfecto,4,80.46,1,identificacion
23754,trinomio_general,5,138.34,3,procedimiento
23755,trinomio_general,5,73.05,2,signo
23756,diferencia_cuadrados,2,60.03,1,signo
23757,trinomio_cuadrado_perfecto,5,40.89,2,identificacion
23758,trinomio_general,1,53.6,1,signo
23759,diferencia_cuadrados,2,44.63,4,signo
23760,diferencia_cuadrados,1,46.5,1,signo
23761,diferencia_cuadrados,3,89.03,2,procedimiento
23762,trinomio_cuadrado_perfecto,4,38.32,1,identificacion
23763,trinomio_general,1,37.87,2,procedimiento
23764,trinomio_general,5,67.5,3,identificacion
23765,factor_comun,5,92.18,3,procedimiento
23766,trinomio_general,5,59.87,2,identificacion
23767,factor_comun,3,43.73,2,identificacion
23768,trinomio_cuadrado_perfecto,3,144.82,3,procedimiento
23769,diferencia_cuadrados,3,39.97,1,signo
23770,trinomio_cuadrado_perfecto,2,13.28,2,signo
23771,diferencia_cuadrados,3,46.32,2,identificacion
23772,factor_comun,1,60.35,1,procedimiento
23773,trinomio_general,4,30.66,2,procedimiento
23774,trinomio_cuadrado_perfecto,1,32.98,1,procedimiento
23775,trinomio_cuadrado_perfecto,1,37.59,2,identificacion
23776,diferencia_cuadrados,4,83.23,1,signo
23777,factor_comun,2,45.35,3,procedimiento
23778,factor_comun,1,22.53,1,signo
23779,trinomio_cuadrado_perfecto,5,105.9,1,procedimiento
23780,trinomio_general,2,54.27,2,procedimiento
23781,trinomio_cuadrado_perfecto,1,38.39,3,identificacion
23782,factor_comun,1,43.28,1,signo
23783,factor_comun,4,59.01,1,procedimiento
23784,factor_comun,1,33.94,3,procedimiento
23785,trinomio_general,2,46.1,1,identificacion
23786,trinomio_general,1,70.34,2,procedimiento
23787,diferencia_cuadrados,3,116.3,2,identificacion
23788,trinomio_cuadrado_perfecto,4,40.5,4,signo
23789,factor_comun,1,25.43,3,procedimiento
23790,factor_comun,4,45.07,2,procedimiento
23791,trinomio_cuadrado_perfecto,5,63.26,1,identificacion
23792,trinomio_cuadrado_perfecto,1,27.42,1,identificacion
23793,diferencia_cuadrados,5,49.82,4,identificacion
23794,factor_comun,4,84.54,1,identificacion
23795,factor_comun,4,12.7,3,procedimiento
23796,diferencia_cuadrados,5,102.59,1,identificacion
23797,trinomio_cuadrado_perfecto,4,64.59,1,identificacion
23798,diferencia_cuadrados,1,29.65,1,procedimiento
23799,factor_comun,5,110.72,1,procedimiento
23800,trinomio_general,1,68.32,2,procedimiento
23801,factor_comun,3,48.92,1,procedimiento
23802,factor_comun,3,58.32,2,procedimiento
23803,trinomio_general,1,35.48,3,procedimiento
23804,trinomio_general,4,71.11,1,procedimiento
23805,trinomio_general,5,36.62,1,procedimiento
23806,trinomio_cuadrado_perfecto,2,43.73,3,procedimiento
23807,trinomio_cuadrado_perfecto,4,40.09,1,identificacion
23808,factor_comun,3,22.03,1,procedimiento
23809,trinomio_general,3,56.88,2,procedimiento
23810,trinomio_general,2,66.4,4,procedimiento
23811,factor_comun,3,61.88,1,identificacion
23812,diferencia_cuadrados,5,90.66,1,signo
23813,diferencia_cuadrados,2,43.83,4,procedimiento
23814,trinomio_cuadrado_perfecto,2,19.39,1,identificacion
23815,trinomio_cuadrado_perfecto,2,50.92,1,identificacion
23816,trinomio_general,3,55.48,1,signo
23817,trinomio_cuadrado_perfecto,5,140.43,3,identificacion
23818,diferencia_cuadrados,3,19.01,1,signo
23819,factor_comun,2,25.07,2,procedimiento
23820,diferencia_cuadrados,5,74.81,1,signo
23821,trinomio_general,5,90.54,2,procedimiento
23822,diferencia_cuadrados,1,52.91,1,identificacion
23823,trinomio_general,4,78.07,4,procedimiento
23824,factor_comun,5,65.7,1,identificacion
23825,diferencia_cuadrados,4,115.05,1,signo
23826,trinomio_general,2,59.65,3,procedimiento
23827,factor_comun,5,38.19,3,identificacion
23828,diferencia_cuadrados,4,41.8,1,signo
23829,trinomio_cuadrado_perfecto,2,50.81,3,identificacion
23830,diferencia_cuadrados,3,88.03,2,signo
23831,diferencia_cuadrados,2,37.13,3,procedimiento
23832,factor_comun,5,36.4,2,procedimiento
23833,diferencia_cuadrados,1,37.25,3,signo
23834,trinomio_general,4,95.05,3,procedimiento
23835,diferencia_cuadrados,2,65.89,2,procedimiento
23836,trinomio_cuadrado_perfecto,1,69.48,1,procedimiento
23837,factor_comun,2,43.64,3,procedimiento
23838,trinomio_general,1,66.8,3,identificacion
23839,trinomio_cuadrado_perfecto,5,44.29,3,identificacion
23840,diferencia_cuadrados,1,30.79,1,signo
23841,diferencia_cuadrados,5,18.63,1,identificacion
23842,trinomio_general,4,48.24,2,procedimiento
23843,diferencia_cuadrados,1,17.16,1,procedimiento
23844,diferencia_cuadrados,3,117.4,1,procedimiento
23845,diferencia_cuadrados,3,30.65,1,signo
23846,trinomio_cuadrado_perfecto,1,32.46,1,identificacion
23847,diferencia_cuadrados,3,66.57,2,procedimiento
23848,trinomio_cuadrado_perfecto,1,14.51,1,signo
23849,factor_comun,2,118.83,2,procedimiento
23850,trinomio_general,5,72.09,2,identificacion
23851,trinomio_general,1,70.57,1,procedimiento
23852,trinomio_general,2,39.8,3,procedimiento
23853,diferencia_cuadrados,5,69.12,2,identificacion
23854,trinomio_general,5,108.69,2,procedimiento
23855,trinomio_general,4,57.31,1,procedimiento
23856,trinomio_cuadrado_perfecto,5,52.45,2,identificacion
23857,trinomio_general,3,86.66,1,procedimiento
23858,trinomio_cuadrado_perfecto,4,129.54,3,identificacion
23859,trinomio_general,5,114.67,3,procedimiento
23860,diferencia_cuadrados,4,38.23,1,identificacion
23861,diferencia_cuadrados,3,39.9,1,identificacion
23862,trinomio_cuadrado_perfecto,5,128.79,3,identificacion
23863,factor_comun,1,13.45,1,procedimiento
23864,trinomio_cuadrado_perfecto,1,59.61,1,signo
23865,trinomio_general,4,41.42,2,procedimiento
23866,trinomio_cuadrado_perfecto,3,109.57,2,identificacion
23867,trinomio_cuadrado_perfecto,4,37.92,1,procedimiento
23868,diferencia_cuadrados,1,72.41,2,signo
23869,trinomio_general,2,152.94,2,procedimiento
23870,factor_comun,4,28.02,2,procedimiento
23871,factor_comun,2,52.02,2,procedimiento
23872,diferencia_cuadrados,1,77.84,1,procedimiento
23873,trinomio_cuadrado_perfecto,3,32.32,1,identificacion
23874,trinomio_general,3,86.56,1,signo
23875,diferencia_cuadrados,2,11.83,3,identificacion
23876,factor_comun,1,36.06,1,procedimiento
23877,diferencia_cuadrados,4,113.82,3,procedimiento
23878,trinomio_cuadrado_perfecto,5,100.18,2,identificacion
23879,diferencia_cuadrados,3,64.19,2,identificacion
23880,factor_comun,3,28.93,2,procedimiento
23881,trinomio_general,2,23.9,1,procedimiento
23882,trinomio_cuadrado_perfecto,5,63.62,3,identificacion
23883,factor_comun,4,70.27,2,procedimiento
23884,factor_comun,4,36.21,2,procedimiento
23885,trinomio_cuadrado_perfecto,5,120.09,1,identificacion
23886,factor_comun,3,53.86,2,procedimiento
23887,factor_comun,2,46.87,2,procedimiento
23888,diferencia_cuadrados,5,48.74,2,signo
23889,trinomio_general,2,96.31,1,procedimiento
23890,factor_comun,2,82.05,4,procedimiento
23891,trinomio_general,1,83.14,3,procedimiento
23892,trinomio_cuadrado_perfecto,1,84.68,2,procedimiento
23893,trinomio_cuadrado_perfecto,3,67.45,4,procedimiento
23894,factor_comun,3,53.83,1,signo
23895,trinomio_general,1,83.73,2,procedimiento
23896,factor_comun,3,55.79,1,procedimiento
23897,trinomio_general,2,26.5,2,procedimiento
23898,factor_comun,1,56.77,2,procedimiento
23899,trinomio_cuadrado_perfecto,1,26.77,3,identificacion
23900,factor_comun,5,71.23,1,procedimiento
23901,diferencia_cuadrados,2,21.59,1,procedimiento
23902,trinomio_general,3,36.6,1,identificacion
23903,trinomio_cuadrado_perfecto,5,82.13,1,identificacion
23904,diferencia_cuadrados,4,108.88,3,procedimiento
23905,diferencia_cuadrados,1,34.27,1,identificacion
23906,trinomio_general,1,59.4,3,procedimiento
23907,diferencia_cuadrados,2,56.55,3,procedimiento
23908,diferencia_cuadrados,2,69.81,1,signo
23909,trinomio_cuadrado_perfecto,4,113.17,1,identificacion
23910,factor_comun,5,70.35,1,identificacion
23911,trinomio_cuadrado_perfecto,5,159.18,3,identificacion
23912,trinomio_cuadrado_perfecto,5,53.48,1,identificacion
23913,factor_comun,4,91.46,2,identificacion
23914,diferencia_cuadrados,2,66.4,2,signo
23915,diferencia_cuadrados,5,66.28,1,identificacion
23916,trinomio_cuadrado_perfecto,4,43.78,1,identificacion
23917,diferencia_cuadrados,2,46.21,1,signo
23918,trinomio_cuadrado_perfecto,2,36.66,3,identificacion
23919,diferencia_cuadrados,3,55.9,3,signo
23920,trinomio_cuadrado_perfecto,4,78.29,1,procedimiento
23921,trinomio_cuadrado_perfecto,2,43.38,1,identificacion
23922,diferencia_cuadrados,3,30.37,1,signo
23923,diferencia_cuadrados,3,40.21,2,signo
23924,factor_comun,4,80.57,2,identificacion
23925,diferencia_cuadrados,3,118.2,1,procedimiento
23926,trinomio_general,4,154.62,2,identificacion
23927,diferencia_cuadrados,3,21.05,1,signo
23928,trinomio_cuadrado_perfecto,2,53.8,2,identificacion
23929,trinomio_cuadrado_perfecto,1,58.44,2,procedimiento
23930,trinomio_general,5,85.75,2,procedimiento
23931,trinomio_cuadrado_perfecto,4,22.51,3,identificacion
23932,trinomio_cuadrado_perfecto,3,31.55,3,identificacion
23933,trinomio_cuadrado_perfecto,3,25.63,4,identificacion
23934,trinomio_general,2,93.75,1,procedimiento
23935,diferencia_cuadrados,3,13.57,3,signo
23936,factor_comun,3,73.87,1,procedimiento
23937,diferencia_cuadrados,5,41.79,1,signo
23938,diferencia_cuadrados,3,26.82,1,procedimiento
23939,factor_comun,2,29.55,1,signo
23940,factor_comun,3,16.85,2,procedimiento
23941,factor_comun,5,104.82,1,procedimiento
23942,trinomio_cuadrado_perfecto,3,56.92,1,signo
23943,trinomio_cuadrado_perfecto,3,35.64,1,identificacion
23944,trinomio_cuadrado_perfecto,4,25.47,1,signo
23945,factor_comun,3,77.71,2,procedimiento
23946,trinomio_cuadrado_perfecto,3,62.16,2,identificacion
23947,diferencia_cuadrados,2,41.82,3,signo
23948,diferencia_cuadrados,5,33.98,1,identificacion
23949,trinomio_general,2,88.1,1,procedimiento
23950,trinomio_general,5,138.45,3,procedimiento
23951,trinomio_general,1,65.75,2,procedimiento
23952,trinomio_cuadrado_perfecto,5,105.3,1,signo
23953,trinomio_general,2,93.16,4,procedimiento
23954,factor_comun,3,14.08,1,signo
23955,factor_comun,2,50.45,1,procedimiento
23956,diferencia_cuadrados,1,16.18,2,signo
23957,factor_comun,1,50.52,1,procedimiento
23958,diferencia_cuadrados,2,36.86,3,signo
23959,factor_comun,2,65.19,1,procedimiento
23960,trinomio_general,5,132.32,3,identificacion
23961,trinomio_general,5,79.78,1,procedimiento
23962,trinomio_cuadrado_perfecto,5,44.9,1,identificacion
23963,trinomio_cuadrado_perfecto,2,84.59,1,identificacion
23964,diferencia_cuadrados,2,55.85,4,signo
23965,diferencia_cuadrados,5,65.58,1,signo
23966,trinomio_general,1,70.9,2,procedimiento
23967,diferencia_cuadrados,3,112.78,2,identificacion
23968,trinomio_general,3,58.67,1,procedimiento
23969,trinomio_general,5,65.09,1,signo
23970,diferencia_cuadrados,1,79.66,3,identificacion
23971,diferencia_cuadrados,5,89.03,1,signo
23972,diferencia_cuadrados,3,71.96,2,procedimiento
23973,diferencia_cuadrados,2,39.81,2,procedimiento
23974,diferencia_cuadrados,3,56.65,3,identificacion
23975,trinomio_general,1,76.18,4,identificacion
23976,trinomio_cuadrado_perfecto,4,68.97,1,identificacion
23977,trinomio_general,2,87.52,2,identificacion
23978,factor_comun,2,35.51,1,procedimiento
23979,diferencia_cuadrados,1,36.77,2,signo
23980,trinomio_cuadrado_perfecto,5,96.29,2,procedimiento
23981,trinomio_general,5,74.77,3,procedimiento
23982,trinomio_cuadrado_perfecto,4,120.06,3,identificacion
23983,factor_comun,3,23.6,1,procedimiento
23984,trinomio_cuadrado_perfecto,3,38.94,1,identificacion
23985,factor_comun,1,25.41,1,procedimiento
23986,factor_comun,4,84.03,1,identificacion
23987,diferencia_cuadrados,1,71.75,3,procedimiento
23988,factor_comun,1,90.95,3,procedimiento
23989,diferencia_cuadrados,1,82.73,2,signo
23990,diferencia_cuadrados,4,47.18,2,signo
23991,trinomio_general,3,57.4,2,signo
23992,diferencia_cuadrados,4,42.47,2,signo
23993,diferencia_cuadrados,2,71.99,2,signo
23994,factor_comun,1,30.7,3,procedimiento
23995,factor_comun,4,47.4,2,procedimiento
23996,diferencia_cuadrados,2,105.65,2,signo
23997,diferencia_cuadrados,2,42.63,3,signo
23998,diferencia_cuadrados,5,42.26,1,signo
23999,trinomio_cuadrado_perfecto,3,57.69,1,identificacion
24000,trinomio_general,1,124.44,1,procedimiento
24001,diferencia_cuadrados,1,33.03,2,signo
